## Fri Feb 17 08:44:46 2023
## emapper-2.1.9
## /data/shared/home/emapper/miniconda3/envs/eggnog-mapper-2.1/bin/emapper.py --cpu 20 --mp_start_method forkserver --data_dir /dev/shm/ -o out --output_dir /emapper_web_jobs/emapper_jobs/user_data/MM_fpvubl7r --temp_dir /emapper_web_jobs/emapper_jobs/user_data/MM_fpvubl7r --override -m diamond --dmnd_ignore_warnings -i /emapper_web_jobs/emapper_jobs/user_data/MM_fpvubl7r/queries.fasta --evalue 0.001 --score 60 --pident 40 --query_cover 20 --subject_cover 20 --itype CDS --translate --tax_scope auto --target_orthologs all --go_evidence non-electronic --pfam_realign none --report_orthologs --decorate_gff yes --excel
##
#query	seed_ortholog	evalue	score	eggNOG_OGs	max_annot_lvl	COG_category	Description	Preferred_name	GOs	EC	KEGG_ko	KEGG_Pathway	KEGG_Module	KEGG_Reaction	KEGG_rclass	BRITE	KEGG_TC	CAZy	BiGG_Reaction	PFAMs
bll0079	224911.27348326	2.39e-254	696.0	2BRSC@1|root,32KSC@2|Bacteria,1R4DD@1224|Proteobacteria,2U4C4@28211|Alphaproteobacteria,3JWF4@41294|Bradyrhizobiaceae	28211|Alphaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
blr0080	224911.27348327	0.0	1443.0	COG0683@1|root,COG0683@2|Bacteria,1R6QM@1224|Proteobacteria,2U0C6@28211|Alphaproteobacteria,3JXJB@41294|Bradyrhizobiaceae	28211|Alphaproteobacteria	E	Receptor family ligand binding region	-	-	-	-	-	-	-	-	-	-	-	-	Peripla_BP_6
bll0081	224911.27348328	5.67e-200	555.0	COG4848@1|root,COG4848@2|Bacteria,1RDIB@1224|Proteobacteria,2UQ2E@28211|Alphaproteobacteria,3K3D8@41294|Bradyrhizobiaceae	28211|Alphaproteobacteria	S	Belongs to the UPF0354 family	-	-	-	-	-	-	-	-	-	-	-	-	-
bll0082	224911.27348329	2.3e-45	149.0	2CFWH@1|root,2ZXU9@2|Bacteria,1N44B@1224|Proteobacteria,2U9JS@28211|Alphaproteobacteria,3K0KE@41294|Bradyrhizobiaceae	28211|Alphaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Gly-zipper_YMGG
bll0083	224911.27348330	6.06e-132	374.0	2C6PE@1|root,31R5T@2|Bacteria,1RHVT@1224|Proteobacteria,2U9C6@28211|Alphaproteobacteria,3JYRQ@41294|Bradyrhizobiaceae	28211|Alphaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
blr0084	224911.27348331	0.0	894.0	COG3409@1|root,COG5526@1|root,COG3409@2|Bacteria,COG5526@2|Bacteria,1RA0A@1224|Proteobacteria,2U252@28211|Alphaproteobacteria,3JSJ5@41294|Bradyrhizobiaceae	28211|Alphaproteobacteria	M	Peptidoglycan-binding domain 1 protein	-	-	-	-	-	-	-	-	-	-	-	-	PG_binding_1
bll0085	224911.27348332	1.16e-301	823.0	COG4941@1|root,COG4941@2|Bacteria,1MU3D@1224|Proteobacteria,2TSNH@28211|Alphaproteobacteria,3JWFT@41294|Bradyrhizobiaceae	28211|Alphaproteobacteria	K	Sigma-70 region 2	-	-	-	-	-	-	-	-	-	-	-	-	Sigma70_r2,Sigma70_r4_2
bll0086	224911.27348333	1.47e-91	268.0	COG3795@1|root,COG3795@2|Bacteria,1RH6U@1224|Proteobacteria,2U5GH@28211|Alphaproteobacteria,3JY8B@41294|Bradyrhizobiaceae	28211|Alphaproteobacteria	S	YCII-related domain	-	-	-	-	-	-	-	-	-	-	-	-	YCII
bll0087	224911.27348334	4.66e-164	459.0	293Y3@1|root,2ZRD4@2|Bacteria,1MW85@1224|Proteobacteria,2TR4S@28211|Alphaproteobacteria,3JVEE@41294|Bradyrhizobiaceae	28211|Alphaproteobacteria	S	Protease inhibitor Inh	MA20_40350	-	-	-	-	-	-	-	-	-	-	-	Inh
bll0088	224911.27348335	1.1e-232	640.0	COG1052@1|root,COG1052@2|Bacteria,1MU2D@1224|Proteobacteria,2TTJV@28211|Alphaproteobacteria,3JR7H@41294|Bradyrhizobiaceae	28211|Alphaproteobacteria	CH	D-isomer specific 2-hydroxyacid dehydrogenase	MA20_40345	-	-	-	-	-	-	-	-	-	-	-	2-Hacid_dh,2-Hacid_dh_C
bll0089	224911.27348336	7.85e-177	494.0	COG0600@1|root,COG0600@2|Bacteria,1MVAE@1224|Proteobacteria,2TSP5@28211|Alphaproteobacteria,3JS67@41294|Bradyrhizobiaceae	28211|Alphaproteobacteria	P	Binding-protein-dependent transport system inner membrane component	MA20_40340	-	-	ko:K02050	-	M00188	-	-	ko00000,ko00002,ko02000	3.A.1.16,3.A.1.17	-	-	BPD_transp_1
bll0090	224911.27348337	3.66e-186	518.0	COG1116@1|root,COG1116@2|Bacteria,1MUIM@1224|Proteobacteria,2TRHM@28211|Alphaproteobacteria,3JQMP@41294|Bradyrhizobiaceae	28211|Alphaproteobacteria	P	ATPases associated with a variety of cellular activities	-	-	-	ko:K02049	-	M00188	-	-	ko00000,ko00002,ko02000	3.A.1.16,3.A.1.17	-	-	ABC_tran
bll0091	224911.27348338	3.49e-246	676.0	COG0715@1|root,COG0715@2|Bacteria,1MXA3@1224|Proteobacteria,2TTW8@28211|Alphaproteobacteria,3JR3I@41294|Bradyrhizobiaceae	28211|Alphaproteobacteria	P	NMT1/THI5 like	MA20_40330	-	-	ko:K02051	-	M00188	-	-	ko00000,ko00002,ko02000	3.A.1.16,3.A.1.17	-	-	NMT1
blr0092	224911.27348339	1.7e-194	539.0	COG1402@1|root,COG1402@2|Bacteria,1MXR9@1224|Proteobacteria,2TUFR@28211|Alphaproteobacteria,3JQU5@41294|Bradyrhizobiaceae	28211|Alphaproteobacteria	S	Creatinine amidohydrolase	-	-	3.5.2.10	ko:K01470	ko00330,map00330	-	R01884	RC00615	ko00000,ko00001,ko01000	-	-	-	Creatininase
bsr0093	224911.27348340	3.48e-58	180.0	296A2@1|root,2ZTK1@2|Bacteria,1RJF0@1224|Proteobacteria,2UCIA@28211|Alphaproteobacteria,3K0K1@41294|Bradyrhizobiaceae	28211|Alphaproteobacteria	-	-	MA20_40320	-	-	-	-	-	-	-	-	-	-	-	-
blr0094	224911.27348341	4.4e-269	736.0	COG2304@1|root,COG2304@2|Bacteria,1PH4N@1224|Proteobacteria,2TQTJ@28211|Alphaproteobacteria,3JSMW@41294|Bradyrhizobiaceae	28211|Alphaproteobacteria	S	Protein of unknown function (DUF1194)	-	-	-	-	-	-	-	-	-	-	-	-	DUF1194
blr0095	224911.27348342	0.0	1384.0	COG3637@1|root,COG3659@1|root,COG3637@2|Bacteria,COG3659@2|Bacteria,1Q8C7@1224|Proteobacteria,2TU66@28211|Alphaproteobacteria,3JRBM@41294|Bradyrhizobiaceae	28211|Alphaproteobacteria	M	Carbohydrate-selective porin, OprB family	-	-	-	ko:K16080	-	-	-	-	ko00000,ko02000	1.B.4.2.2	-	-	OMP_b-brl,OprB
bll0096	224911.27348343	0.0	969.0	COG0840@1|root,COG0840@2|Bacteria,1MU9B@1224|Proteobacteria,2TQR7@28211|Alphaproteobacteria,3JRX5@41294|Bradyrhizobiaceae	28211|Alphaproteobacteria	NT	Function proposed based on presence of conserved amino acid motif, structural feature or limited homology	-	-	-	-	-	-	-	-	-	-	-	-	HAMP,MCPsignal
blr0097	224911.27348344	3.88e-285	782.0	COG1253@1|root,COG1253@2|Bacteria,1MV3P@1224|Proteobacteria,2TS80@28211|Alphaproteobacteria,3JRBA@41294|Bradyrhizobiaceae	28211|Alphaproteobacteria	S	Domain of unknown function DUF21	tlyC	GO:0005575,GO:0005623,GO:0005886,GO:0016020,GO:0044464,GO:0071944	-	ko:K03699	-	-	-	-	ko00000,ko02042	-	-	-	CBS,CorC_HlyC,DUF21
bsl0098	224911.27348345	4.57e-53	166.0	COG2199@1|root,COG3706@2|Bacteria,1NAVK@1224|Proteobacteria,2UF4H@28211|Alphaproteobacteria,3K0YM@41294|Bradyrhizobiaceae	28211|Alphaproteobacteria	T	PilZ domain	-	-	-	-	-	-	-	-	-	-	-	-	PilZ
bll0099	224911.27348346	0.0	1088.0	COG0069@1|root,COG0069@2|Bacteria,1MU7B@1224|Proteobacteria,2TREH@28211|Alphaproteobacteria,3JSMA@41294|Bradyrhizobiaceae	28211|Alphaproteobacteria	E	Belongs to the glutamate synthase family	MA20_40290	-	-	-	-	-	-	-	-	-	-	-	Glu_synthase
bll0100	224911.27348347	5.95e-203	561.0	COG0543@1|root,COG0543@2|Bacteria,1QTSK@1224|Proteobacteria,2TQNB@28211|Alphaproteobacteria,3JQTJ@41294|Bradyrhizobiaceae	28211|Alphaproteobacteria	CH	Oxidoreductase NAD-binding domain	fpr	-	1.18.1.2,1.19.1.1	ko:K00528	-	-	R10159	-	ko00000,ko01000	-	-	-	FAD_binding_6,NAD_binding_1
blr0101	224911.27348348	7.05e-219	604.0	COG0189@1|root,COG0189@2|Bacteria,1PBT7@1224|Proteobacteria,2TVR7@28211|Alphaproteobacteria,3JTWH@41294|Bradyrhizobiaceae	28211|Alphaproteobacteria	HJ	ligase activity	-	-	-	-	-	-	-	-	-	-	-	-	RimK
bll0102	224911.27348349	2.09e-215	595.0	COG0834@1|root,COG0834@2|Bacteria,1MXEJ@1224|Proteobacteria,2TRQT@28211|Alphaproteobacteria,3JQYA@41294|Bradyrhizobiaceae	28211|Alphaproteobacteria	ET	Bacterial periplasmic substrate-binding proteins	cjaA	-	-	ko:K02030,ko:K10001	ko02010,ko02020,map02010,map02020	M00230,M00236	-	-	ko00000,ko00001,ko00002,ko02000	3.A.1.3,3.A.1.3.19,3.A.1.3.4	-	-	SBP_bac_3
bll0104	224911.27348350	3.72e-299	817.0	COG1301@1|root,COG1301@2|Bacteria,1MU0Q@1224|Proteobacteria,2TUFB@28211|Alphaproteobacteria,3JTXI@41294|Bradyrhizobiaceae	28211|Alphaproteobacteria	C	Sodium:dicarboxylate symporter family	gltP	-	-	-	-	-	-	-	-	-	-	-	SDF
blr0103	224911.27348351	5.1e-240	659.0	COG2130@1|root,COG2130@2|Bacteria,1MUC2@1224|Proteobacteria,2TQYM@28211|Alphaproteobacteria,3JSWX@41294|Bradyrhizobiaceae	28211|Alphaproteobacteria	S	N-terminal domain of oxidoreductase	MA20_40260	-	-	ko:K07119	-	-	-	-	ko00000	-	-	-	ADH_N_2,ADH_zinc_N
blr0105	224911.27348352	8.25e-143	409.0	KOG3648@1|root,32VTC@2|Bacteria,1R6UN@1224|Proteobacteria,2U0NH@28211|Alphaproteobacteria,3JU6D@41294|Bradyrhizobiaceae	28211|Alphaproteobacteria	S	fibroblast growth factor binding	-	-	-	-	-	-	-	-	-	-	-	-	Cys_rich_FGFR,GHBP
blr0106	224911.27348353	6.42e-285	777.0	COG0654@1|root,COG0654@2|Bacteria,1QW6Y@1224|Proteobacteria,2TWQJ@28211|Alphaproteobacteria,3JS5Y@41294|Bradyrhizobiaceae	28211|Alphaproteobacteria	CH	FAD binding domain	MA20_40245	-	-	-	-	-	-	-	-	-	-	-	FAD_binding_3,NAD_binding_8
blr0107	224911.27348354	0.0	1087.0	COG0365@1|root,COG0365@2|Bacteria,1MUF5@1224|Proteobacteria,2TR3P@28211|Alphaproteobacteria,3JQZH@41294|Bradyrhizobiaceae	28211|Alphaproteobacteria	I	AMP-binding enzyme C-terminal domain	-	-	6.2.1.1	ko:K01895	ko00010,ko00620,ko00640,ko00680,ko00720,ko01100,ko01110,ko01120,ko01130,ko01200,map00010,map00620,map00640,map00680,map00720,map01100,map01110,map01120,map01130,map01200	M00357	R00235,R00236,R00316,R00926,R01354	RC00004,RC00012,RC00043,RC00070,RC02746,RC02816	ko00000,ko00001,ko00002,ko01000,ko01004	-	-	-	AMP-binding,AMP-binding_C,FAD_binding_3
bll0108	224911.27348355	7.15e-122	348.0	COG1846@1|root,COG1846@2|Bacteria,1RJPG@1224|Proteobacteria,2TUJP@28211|Alphaproteobacteria,3JSFM@41294|Bradyrhizobiaceae	28211|Alphaproteobacteria	K	helix_turn_helix multiple antibiotic resistance protein	MA20_40235	-	-	-	-	-	-	-	-	-	-	-	MarR,MarR_2
bll0109	224911.27348356	6.44e-152	426.0	COG0625@1|root,COG0625@2|Bacteria,1RA4Y@1224|Proteobacteria,2U5B6@28211|Alphaproteobacteria,3JS39@41294|Bradyrhizobiaceae	28211|Alphaproteobacteria	O	Glutathione S-transferase, N-terminal domain	MA20_40230	-	5.2.1.4	ko:K01801	ko00350,ko01100,ko01120,map00350,map01100,map01120	-	R03868	RC00867	ko00000,ko00001,ko01000	-	-	-	GST_C_2,GST_C_3,GST_N,GST_N_3
blr0110	224911.27348357	1.99e-264	722.0	COG3435@1|root,COG3435@2|Bacteria,1MVJP@1224|Proteobacteria,2TUUS@28211|Alphaproteobacteria,3JQZN@41294|Bradyrhizobiaceae	28211|Alphaproteobacteria	Q	Cupin domain	MA20_40225	-	1.13.11.4	ko:K00450	ko00350,ko01100,ko01120,map00350,map01100,map01120	-	R02656	RC00764	ko00000,ko00001,ko01000	-	-	-	Cupin_2
bll0111	224911.27348358	4.06e-184	514.0	COG0600@1|root,COG0600@2|Bacteria,1MWS0@1224|Proteobacteria,2VET7@28211|Alphaproteobacteria,3JT5Y@41294|Bradyrhizobiaceae	28211|Alphaproteobacteria	P	Binding-protein-dependent transport system inner membrane component	MA20_40220	-	-	ko:K02050,ko:K15554	ko00920,ko02010,map00920,map02010	M00188,M00436	-	-	ko00000,ko00001,ko00002,ko02000	3.A.1.16,3.A.1.17,3.A.1.17.2	-	-	BPD_transp_1
bll0112	224911.27348359	5e-177	494.0	COG1116@1|root,COG1116@2|Bacteria,1MY5D@1224|Proteobacteria,2TQKX@28211|Alphaproteobacteria,3JTS1@41294|Bradyrhizobiaceae	28211|Alphaproteobacteria	P	ATPases associated with a variety of cellular activities	MA20_40215	-	-	ko:K02049	-	M00188	-	-	ko00000,ko00002,ko02000	3.A.1.16,3.A.1.17	-	-	ABC_tran
bll0113	224911.27348360	1.62e-232	640.0	COG0715@1|root,COG0715@2|Bacteria,1NF3S@1224|Proteobacteria,2TREQ@28211|Alphaproteobacteria,3JVU0@41294|Bradyrhizobiaceae	28211|Alphaproteobacteria	P	NMT1-like family	MA20_40210	-	-	ko:K02051	-	M00188	-	-	ko00000,ko00002,ko02000	3.A.1.16,3.A.1.17	-	-	NMT1
bll0114	224911.27348361	0.0	904.0	COG1249@1|root,COG1249@2|Bacteria,1QW6X@1224|Proteobacteria,2TWQI@28211|Alphaproteobacteria,3JR1X@41294|Bradyrhizobiaceae	28211|Alphaproteobacteria	C	FAD dependent oxidoreductase	MA20_40205	-	-	-	-	-	-	-	-	-	-	-	FAD_oxidored
blr0115	224911.27348362	8.47e-208	575.0	COG0583@1|root,COG0583@2|Bacteria,1PJWF@1224|Proteobacteria,2U1KJ@28211|Alphaproteobacteria,3JWKX@41294|Bradyrhizobiaceae	28211|Alphaproteobacteria	K	Bacterial regulatory helix-turn-helix protein, lysR family	-	-	-	-	-	-	-	-	-	-	-	-	HTH_1,LysR_substrate
bll0116	224911.27348363	4.16e-198	549.0	COG1024@1|root,COG1024@2|Bacteria,1MVEC@1224|Proteobacteria,2TRPS@28211|Alphaproteobacteria,3JREH@41294|Bradyrhizobiaceae	28211|Alphaproteobacteria	I	Enoyl-CoA hydratase/isomerase	MA20_40175	-	4.2.1.18,4.2.1.57	ko:K13766,ko:K13779	ko00280,ko00281,ko01100,map00280,map00281,map01100	M00036	R02085,R03493	RC00941,RC02416	ko00000,ko00001,ko00002,ko01000	-	-	-	ECH_1
blr0117	224911.27348364	2.6e-233	642.0	COG1893@1|root,COG1893@2|Bacteria,1MVZ1@1224|Proteobacteria,2TRJN@28211|Alphaproteobacteria,3JS2F@41294|Bradyrhizobiaceae	28211|Alphaproteobacteria	H	Ketopantoate reductase PanE/ApbA C terminal	MA20_40170	-	1.1.1.169	ko:K00077	ko00770,ko01100,ko01110,map00770,map01100,map01110	M00119	R02472	RC00726	ko00000,ko00001,ko00002,ko01000	-	-	-	ApbA,ApbA_C
bll0118	224911.27348365	6.1e-170	474.0	COG3571@1|root,COG3571@2|Bacteria,1RD20@1224|Proteobacteria,2U1XJ@28211|Alphaproteobacteria,3JSHJ@41294|Bradyrhizobiaceae	28211|Alphaproteobacteria	S	hydrolase of the alpha beta-hydrolase fold	-	-	-	ko:K07020	-	-	-	-	ko00000	-	-	-	Abhydrolase_6,DLH,Thioesterase
blr0119	224911.27348366	1.61e-130	370.0	COG1960@1|root,COG1960@2|Bacteria,1MUDR@1224|Proteobacteria,2TR15@28211|Alphaproteobacteria,3JSF6@41294|Bradyrhizobiaceae	28211|Alphaproteobacteria	I	Acyl-CoA dehydrogenase, C-terminal domain	-	-	1.3.8.7	ko:K00249	ko00071,ko00280,ko00410,ko00640,ko01100,ko01110,ko01130,ko01200,ko01212,ko03320,map00071,map00280,map00410,map00640,map01100,map01110,map01130,map01200,map01212,map03320	M00013,M00036,M00087	R00924,R01175,R01279,R02661,R03172,R03777,R03857,R03990,R04095,R04432,R04751,R04754	RC00052,RC00068,RC00076,RC00095,RC00148,RC00246	ko00000,ko00001,ko00002,ko01000	-	-	-	Acyl-CoA_dh_1,Acyl-CoA_dh_M,Acyl-CoA_dh_N
blr0120	224911.27348367	1.06e-146	413.0	COG1960@1|root,COG1960@2|Bacteria,1MUDR@1224|Proteobacteria,2TR15@28211|Alphaproteobacteria,3JSF6@41294|Bradyrhizobiaceae	28211|Alphaproteobacteria	I	Acyl-CoA dehydrogenase, C-terminal domain	MA20_40160	-	1.3.8.7	ko:K00249	ko00071,ko00280,ko00410,ko00640,ko01100,ko01110,ko01130,ko01200,ko01212,ko03320,map00071,map00280,map00410,map00640,map01100,map01110,map01130,map01200,map01212,map03320	M00013,M00036,M00087	R00924,R01175,R01279,R02661,R03172,R03777,R03857,R03990,R04095,R04432,R04751,R04754	RC00052,RC00068,RC00076,RC00095,RC00148,RC00246	ko00000,ko00001,ko00002,ko01000	-	-	-	Acyl-CoA_dh_1,Acyl-CoA_dh_M,Acyl-CoA_dh_N
bll0121	224911.27348368	1.64e-205	569.0	COG0583@1|root,COG0583@2|Bacteria,1MW16@1224|Proteobacteria,2U0D4@28211|Alphaproteobacteria,3JVK2@41294|Bradyrhizobiaceae	28211|Alphaproteobacteria	K	Bacterial regulatory helix-turn-helix protein, lysR family	-	-	-	-	-	-	-	-	-	-	-	-	HTH_1,LysR_substrate
blr0122	224911.27348369	1.61e-125	357.0	COG4270@1|root,COG4270@2|Bacteria,1P3MC@1224|Proteobacteria,2TX4H@28211|Alphaproteobacteria,3K6S0@41294|Bradyrhizobiaceae	28211|Alphaproteobacteria	S	DoxX-like family	-	-	-	-	-	-	-	-	-	-	-	-	DoxX_2
blr0123	224911.27348370	4.67e-116	333.0	COG1416@1|root,COG1416@2|Bacteria,1R9PK@1224|Proteobacteria,2U35I@28211|Alphaproteobacteria,3JVM4@41294|Bradyrhizobiaceae	28211|Alphaproteobacteria	-	-	-	-	-	ko:K09004	-	-	-	-	ko00000	-	-	-	DrsE
blr0124	224911.27348371	9.19e-143	402.0	COG0526@1|root,COG0526@2|Bacteria,1R8RZ@1224|Proteobacteria,2U2T2@28211|Alphaproteobacteria,3JR91@41294|Bradyrhizobiaceae	28211|Alphaproteobacteria	CO	Function proposed based on presence of conserved amino acid motif, structural feature or limited homology	-	-	-	-	-	-	-	-	-	-	-	-	AhpC-TSA,Redoxin
bll0125	224911.27348372	1.57e-280	766.0	COG3964@1|root,COG3964@2|Bacteria,1MVC7@1224|Proteobacteria,2TSUD@28211|Alphaproteobacteria,3JSBJ@41294|Bradyrhizobiaceae	28211|Alphaproteobacteria	S	Amidohydrolase family	MA20_40145	-	3.5.2.3	ko:K01465	ko00240,ko01100,map00240,map01100	M00051	R01993	RC00632	ko00000,ko00001,ko00002,ko01000	-	-	-	Amidohydro_1,Amidohydro_3
blr0126	224911.27348373	3.37e-108	310.0	COG0346@1|root,COG0346@2|Bacteria,1RG1A@1224|Proteobacteria,2U7AV@28211|Alphaproteobacteria,3JZ8P@41294|Bradyrhizobiaceae	28211|Alphaproteobacteria	E	Glyoxalase/Bleomycin resistance protein/Dioxygenase superfamily	-	-	-	-	-	-	-	-	-	-	-	-	Glyoxalase
bsr0127	224911.27348374	9.63e-61	187.0	COG4274@1|root,COG4274@2|Bacteria,1RHJ3@1224|Proteobacteria,2U9XS@28211|Alphaproteobacteria,3JZUN@41294|Bradyrhizobiaceae	28211|Alphaproteobacteria	S	GYD domain	-	-	-	-	-	-	-	-	-	-	-	-	GYD
bll0128	224911.27348375	1.65e-217	601.0	COG3181@1|root,COG3181@2|Bacteria,1QVZV@1224|Proteobacteria,2U0SV@28211|Alphaproteobacteria,3JX2X@41294|Bradyrhizobiaceae	28211|Alphaproteobacteria	S	Tripartite tricarboxylate transporter family receptor	MA20_40120	-	-	-	-	-	-	-	-	-	-	-	TctC
bll0129	224911.27348376	9.56e-89	259.0	COG1917@1|root,COG1917@2|Bacteria,1RB4Y@1224|Proteobacteria,2U5J9@28211|Alphaproteobacteria,3JYFC@41294|Bradyrhizobiaceae	28211|Alphaproteobacteria	S	Cupin domain	MA20_40115	-	-	-	-	-	-	-	-	-	-	-	Cupin_2
bll0130	224911.27348377	4.64e-170	475.0	COG0684@1|root,COG0684@2|Bacteria,1MW9P@1224|Proteobacteria,2TTGT@28211|Alphaproteobacteria,3JTVV@41294|Bradyrhizobiaceae	28211|Alphaproteobacteria	H	Aldolase/RraA	MA20_40110	-	4.1.3.17	ko:K02553,ko:K10218	ko00362,ko00660,ko01120,map00362,map00660,map01120	-	R00008,R00350	RC00067,RC00502,RC01205	ko00000,ko00001,ko01000,ko03019	-	-	-	RraA-like
bll0131	224911.27348378	0.0	1047.0	COG0318@1|root,COG0318@2|Bacteria,1MUIC@1224|Proteobacteria,2TUFX@28211|Alphaproteobacteria,3JSU3@41294|Bradyrhizobiaceae	28211|Alphaproteobacteria	IQ	AMP-binding enzyme C-terminal domain	MA20_40105	-	6.2.1.7	ko:K15868	ko00121,map00121	-	-	-	ko00000,ko00001,ko01000	-	-	-	AMP-binding,AMP-binding_C
bll0132	224911.27348379	1.28e-255	700.0	COG1073@1|root,COG1073@2|Bacteria,1MY4W@1224|Proteobacteria,2TVN5@28211|Alphaproteobacteria,3JVJS@41294|Bradyrhizobiaceae	28211|Alphaproteobacteria	S	alpha beta	-	-	-	-	-	-	-	-	-	-	-	-	-
bll0134	224911.27348381	1.75e-231	638.0	COG1893@1|root,COG1893@2|Bacteria,1N0M5@1224|Proteobacteria,2TTAN@28211|Alphaproteobacteria,3JQZK@41294|Bradyrhizobiaceae	28211|Alphaproteobacteria	H	Catalyzes the NADPH-dependent reduction of ketopantoate into pantoic acid	-	-	1.1.1.169	ko:K00077	ko00770,ko01100,ko01110,map00770,map01100,map01110	M00119	R02472	RC00726	ko00000,ko00001,ko00002,ko01000	-	-	-	ApbA,ApbA_C
blr0135	224911.27348382	6.69e-142	402.0	COG3753@1|root,COG3753@2|Bacteria,1N7FF@1224|Proteobacteria,2UI50@28211|Alphaproteobacteria,3JQQU@41294|Bradyrhizobiaceae	28211|Alphaproteobacteria	S	Bacterial protein of unknown function (DUF937)	-	-	-	-	-	-	-	-	-	-	-	-	DUF937
bsr0136	224911.27348383	1.9e-56	175.0	COG2261@1|root,COG2261@2|Bacteria,1N72W@1224|Proteobacteria,2UBU4@28211|Alphaproteobacteria,3K02F@41294|Bradyrhizobiaceae	28211|Alphaproteobacteria	S	Transglycosylase associated protein	MA20_40075	-	-	-	-	-	-	-	-	-	-	-	Transgly_assoc
bll0137	224911.27348384	1.87e-174	488.0	COG1028@1|root,COG1028@2|Bacteria,1PEWK@1224|Proteobacteria,2TV4E@28211|Alphaproteobacteria,3JS5C@41294|Bradyrhizobiaceae	28211|Alphaproteobacteria	IQ	KR domain	MA20_40070	-	1.1.1.100	ko:K00059	ko00061,ko00333,ko00780,ko01040,ko01100,ko01130,ko01212,map00061,map00333,map00780,map01040,map01100,map01130,map01212	M00083,M00572	R04533,R04534,R04536,R04543,R04566,R04953,R04964,R07759,R07763,R10116,R10120,R11671	RC00029,RC00117	ko00000,ko00001,ko00002,ko01000,ko01004	-	-	-	adh_short_C2
blr0138	224911.27348385	1.72e-244	672.0	COG1960@1|root,COG1960@2|Bacteria,1NQAE@1224|Proteobacteria,2U0TJ@28211|Alphaproteobacteria,3JTKC@41294|Bradyrhizobiaceae	28211|Alphaproteobacteria	I	acyl-CoA dehydrogenase	MA20_40065	-	1.3.8.7	ko:K00249	ko00071,ko00280,ko00410,ko00640,ko01100,ko01110,ko01130,ko01200,ko01212,ko03320,map00071,map00280,map00410,map00640,map01100,map01110,map01130,map01200,map01212,map03320	M00013,M00036,M00087	R00924,R01175,R01279,R02661,R03172,R03777,R03857,R03990,R04095,R04432,R04751,R04754	RC00052,RC00068,RC00076,RC00095,RC00148,RC00246	ko00000,ko00001,ko00002,ko01000	-	-	-	Acyl-CoA_dh_1,Acyl-CoA_dh_N
blr0139	224911.27348386	2.52e-285	778.0	COG1960@1|root,COG1960@2|Bacteria,1MW0F@1224|Proteobacteria,2TR9I@28211|Alphaproteobacteria,3JUIJ@41294|Bradyrhizobiaceae	28211|Alphaproteobacteria	I	acyl-CoA dehydrogenase	MA20_40060	-	1.3.8.7	ko:K00249	ko00071,ko00280,ko00410,ko00640,ko01100,ko01110,ko01130,ko01200,ko01212,ko03320,map00071,map00280,map00410,map00640,map01100,map01110,map01130,map01200,map01212,map03320	M00013,M00036,M00087	R00924,R01175,R01279,R02661,R03172,R03777,R03857,R03990,R04095,R04432,R04751,R04754	RC00052,RC00068,RC00076,RC00095,RC00148,RC00246	ko00000,ko00001,ko00002,ko01000	-	-	-	Acyl-CoA_dh_1,Acyl-CoA_dh_M,Acyl-CoA_dh_N
blr0140	224911.27348387	3.54e-188	523.0	COG1024@1|root,COG1024@2|Bacteria,1MWGT@1224|Proteobacteria,2TV7F@28211|Alphaproteobacteria,3JU1Q@41294|Bradyrhizobiaceae	28211|Alphaproteobacteria	I	Belongs to the enoyl-CoA hydratase isomerase family	MA20_40055	-	-	-	-	-	-	-	-	-	-	-	ECH_1
bll0141	224911.27348388	0.0	1323.0	COG0045@1|root,COG1042@1|root,COG0045@2|Bacteria,COG1042@2|Bacteria,1MW98@1224|Proteobacteria,2TR24@28211|Alphaproteobacteria,3JRT1@41294|Bradyrhizobiaceae	28211|Alphaproteobacteria	C	CoA binding domain	-	-	-	ko:K09181	-	-	-	-	ko00000	-	-	-	ATP-grasp_5,CoA_binding_2,Succ_CoA_lig
bll0142	224911.27348389	2.61e-185	514.0	COG0346@1|root,COG0346@2|Bacteria,1MW8Z@1224|Proteobacteria,2TS64@28211|Alphaproteobacteria,3JRWG@41294|Bradyrhizobiaceae	28211|Alphaproteobacteria	E	lactoylglutathione lyase activity	MA20_40050	-	-	-	-	-	-	-	-	-	-	-	Glyoxalase_3
bll0143	224911.27348390	2.69e-184	513.0	COG1024@1|root,COG1024@2|Bacteria,1MVQN@1224|Proteobacteria,2U31Y@28211|Alphaproteobacteria,3JRTV@41294|Bradyrhizobiaceae	28211|Alphaproteobacteria	I	Belongs to the enoyl-CoA hydratase isomerase family	MA20_40045	-	5.3.3.18	ko:K15866	ko00360,ko01120,map00360,map01120	-	R09837,R09839	RC00004,RC00326,RC02689,RC03003	ko00000,ko00001,ko01000	-	-	-	ECH_1
